DNI,Nom,Cognoms,Nombre_completo,País d'origen,Nacionalidad_esp,Ciutat,Fecha_de_nacimiento,Dia,Mes,Año,Edad,Gènere,Fills,Grup Professional,Salari mensual,Increment,Salario_incrementado
68747775D,Eva,Castells Romero,Eva Castells Romero,Espanya,Sí,Barcelona,1980-02-13,13,2,1980,46,Altres,No,Grup A,931.0,0.05,977.5500000000001
39256461F,Oriol,Martínez,Oriol Martínez,Espanya,Sí,València,1951-07-17,17,7,1951,74,Home,No,Grup A,1593.0,0.05,1672.65
53837158P,Toni,Ferrer,Toni Ferrer,Espanya,Sí,Bilbao,1996-04-07,7,4,1996,30,Altres,No,Grup A,1269.0,0.05,1332.45
61643122A,Marta,Sánchez,Marta Sánchez,Espanya,Sí,València,1980-10-28,28,10,1980,45,Dona,Sí,Grup A,1357.0,0.05,1424.8500000000001
80132051V,Carla,López,Carla López,Espanya,Sí,València,1994-06-04,4,6,1994,31,Dona,Sí,Grup A,994.0,0.05,1043.7
99934405Q,Oriol,Martínez Sánchez,Oriol Martínez Sánchez,Espanya,Sí,València,1969-09-03,3,9,1969,56,Home,Sí,Grup A,1214.0,0.05,1274.7
54035649P,Eva,Martínez Martínez,Eva Martínez Martínez,Espanya,Sí,Madrid,2003-09-16,16,9,2003,22,Dona,No,Grup A,1291.0,0.05,1355.55
66795744Q,Núria,López,Núria López,Espanya,Sí,Sevilla,1956-06-07,7,6,1956,69,Dona,No,Grup A,1314.0,0.05,1379.7
38900939H,Pau,Ferrer,Pau Ferrer,Espanya,Sí,Sevilla,1996-02-23,23,2,1996,30,Home,Sí,Grup A,1507.0,0.05,1582.3500000000001
46674072A,Laia,Castells Castells,Laia Castells Castells,Espanya,Sí,Bilbao,1968-12-03,3,12,1968,57,,Sí,Grup A,1330.0,0.05,1396.5
37528225W,Clara,Castells,Clara Castells,Espanya,Sí,Barcelona,1953-07-17,17,7,1953,72,Dona,No,Grup A,778.0,0.05,816.9000000000001
84944664N,Oriol,Romero,Oriol Romero,Espanya,Sí,Bilbao,1959-03-28,28,3,1959,67,,Sí,Grup A,913.0,0.05,958.6500000000001
42592903R,Emily,Taylor,Emily Taylor,Regne Unit,No,Londres,1976-03-24,24,3,1976,50,Dona,Sí,Grup A,1250.0,0.05,1312.5
95233500R,Clara,López García,Clara López García,Espanya,Sí,Sevilla,1955-08-18,18,8,1955,70,Dona,No,Grup A,988.0,0.05,1037.4
57441590Y,George,Brown Jones,George Brown Jones,Regne Unit,No,Manchester,1979-12-27,27,12,1979,46,Home,Sí,Grup A,1130.0,0.05,1186.5
14579601F,Arnau,Martínez,Arnau Martínez,Espanya,Sí,Bilbao,1964-08-13,13,8,1964,61,Home,No,Grup A,1321.0,0.05,1387.05
10570045V,Carla,Castells López,Carla Castells López,Espanya,Sí,València,1966-10-17,17,10,1966,59,Dona,No,Grup A,1034.0,0.05,1085.7
27743987C,Joan,García Ferrer,Joan García Ferrer,Espanya,Sí,Madrid,1975-06-01,1,6,1975,50,Home,Sí,Grup A,800.0,0.05,840.0
60786095W,Marc,García,Marc García,Espanya,Sí,Madrid,1972-01-08,8,1,1972,54,Altres,No,Grup A,1553.0,0.05,1630.65
90131757Y,Toni,Castells,Toni Castells,Espanya,Sí,Sevilla,2004-05-11,11,5,2004,22,Home,No,Grup A,1353.0,0.05,1420.65
95250887Z,Arnau,García,Arnau García,Espanya,Sí,Sevilla,1966-09-10,10,9,1966,59,,No,Grup A,1230.0,0.05,1291.5
13814869T,Joan,Romero Romero,Joan Romero Romero,Espanya,Sí,Barcelona,1995-11-03,3,11,1995,30,Home,Sí,Grup A,1108.0,0.05,1163.4
87956285P,Clara,García López,Clara García López,Espanya,Sí,València,1983-01-21,21,1,1983,43,Dona,Sí,Grup A,1101.0,0.05,1156.05
60189754G,Clara,Sánchez,Clara Sánchez,Espanya,Sí,Barcelona,1985-10-03,3,10,1985,40,Dona,No,Grup A,1431.0,0.05,1502.55
28369496M,Núria,López,Núria López,Espanya,Sí,Barcelona,1961-05-28,28,5,1961,64,Dona,Sí,Grup A,797.0,0.05,836.85
58204038A,Olivia,Brown Brown,Olivia Brown Brown,Regne Unit,No,Manchester,1952-08-28,28,8,1952,73,Altres,No,Grup A,1023.0,0.05,1074.15
14157308N,Eva,Sánchez,Eva Sánchez,Espanya,Sí,Sevilla,1958-06-28,28,6,1958,67,Altres,No,Grup A,703.0,0.05,738.15
73829702G,Miguel,Ramírez,Miguel Ramírez,Mèxic,No,Ciutat de Mèxic,2005-04-26,26,4,2005,21,Home,No,Grup A,1665.0,0.05,1748.25
41366739S,Khadija,El Amrani,Khadija El Amrani,Marroc,No,Casablanca,1998-09-13,13,9,1998,27,Dona,Sí,Grup A,1136.0,0.05,1192.8
83294970L,Jordi,López,Jordi López,Espanya,Sí,Sevilla,1998-02-18,18,2,1998,28,Home,No,Grup A,879.0,0.05,922.95
72654945E,Michel,Girard,Michel Girard,França,No,París,2004-03-12,12,3,2004,22,Home,Sí,Grup A,1518.0,0.05,1593.9
67234434Y,Valentina,Torres,Valentina Torres,Colòmbia,No,Medellín,1981-07-12,12,7,1981,44,Dona,Sí,Grup A,859.0,0.05,901.95
93347578D,José,Cruz González,José Cruz González,Mèxic,No,Ciutat de Mèxic,1983-10-24,24,10,1983,42,Home,No,Grup A,1430.0,0.05,1501.5
64708400Q,Eva,García,Eva García,Espanya,Sí,Barcelona,1960-10-27,27,10,1960,65,Dona,Sí,Grup A,724.0,0.05,760.2
94224511S,Camila,Cruz Cruz,Camila Cruz Cruz,Mèxic,No,Ciutat de Mèxic,1954-07-19,19,7,1954,71,Dona,Sí,Grup A,1292.0,0.05,1356.6000000000001
64443494X,Marc,García Romero,Marc García Romero,Espanya,Sí,Bilbao,2004-01-25,25,1,2004,22,Home,No,Grup A,1086.0,0.05,1140.3
54172956P,Anna,Ferrer Castells,Anna Ferrer Castells,Espanya,Sí,Bilbao,1953-09-01,1,9,1953,72,Dona,No,Grup A,1162.0,0.05,1220.1000000000001
23397473D,Anna,Romero,Anna Romero,Espanya,Sí,Madrid,1990-03-11,11,3,1990,36,Dona,No,Grup A,962.0,0.05,1010.1
68548102E,Laia,López López,Laia López López,Espanya,Sí,Bilbao,1997-05-03,3,5,1997,29,Dona,Sí,Grup A,1057.0,0.05,1109.8500000000001
79888539R,Ali,Bennani Fassi,Ali Bennani Fassi,Marroc,No,Casablanca,1983-12-14,14,12,1983,42,Home,No,Grup A,1510.0,0.05,1585.5
84414697K,Jordi,García Ferrer,Jordi García Ferrer,Espanya,Sí,Sevilla,1959-08-21,21,8,1959,66,Home,Sí,Grup A,1086.0,0.05,1140.3
76096673N,Lucía,Álvarez,Lucía Álvarez,Argentina,No,Buenos Aires,1972-08-10,10,8,1972,53,Altres,No,Grup A,1141.0,0.05,1198.05
89826839F,Marta,Castells López,Marta Castells López,Espanya,Sí,Bilbao,1964-01-10,10,1,1964,62,Dona,Sí,Grup A,1166.0,0.05,1224.3
21546595T,Anna,Martínez,Anna Martínez,Espanya,Sí,Sevilla,1973-02-24,24,2,1973,53,Dona,No,Grup A,1155.0,0.05,1212.75
26880397A,Carla,Castells Castells,Carla Castells Castells,Espanya,Sí,Barcelona,1977-03-27,27,3,1977,49,Dona,No,Grup A,1429.0,0.05,1500.45
70773495X,Eva,Martínez,Eva Martínez,Espanya,Sí,València,1970-12-04,4,12,1970,55,Dona,No,Grup A,1238.0,0.05,1299.9
28370355T,Marta,Romero,Marta Romero,Espanya,Sí,Barcelona,1957-04-08,8,4,1957,69,Dona,No,Grup A,690.0,0.05,724.5
57516393C,Lucía,Fernández Álvarez,Lucía Fernández Álvarez,Argentina,No,Còrdova,1973-03-11,11,3,1973,53,Dona,Sí,Grup A,684.0,0.05,718.2
79003381D,Eva,García,Eva García,Espanya,Sí,Bilbao,1997-03-17,17,3,1997,29,Dona,No,Grup A,1034.0,0.05,1085.7
83094572C,Carla,Sánchez,Carla Sánchez,Espanya,Sí,València,1981-06-10,10,6,1981,44,Dona,Sí,Grup A,719.0,0.05,754.95
64200072V,Toni,Martínez Castells,Toni Martínez Castells,Espanya,Sí,Barcelona,1957-10-23,23,10,1957,68,Home,No,Grup A,1377.0,0.05,1445.8500000000001
31385792P,Matías,Fernández,Matías Fernández,Argentina,No,Buenos Aires,1953-04-28,28,4,1953,73,Home,No,Grup A,1253.0,0.05,1315.65
31281157W,Joan,García,Joan García,Espanya,Sí,València,1977-04-01,1,4,1977,49,Home,Sí,Grup A,1591.0,0.05,1670.5500000000002
23733093T,Joan,López,Joan López,Espanya,Sí,Sevilla,1992-08-12,12,8,1992,33,Home,No,Grup A,977.0,0.05,1025.8500000000001
18279367H,Amina,Zahraoui Zahraoui,Amina Zahraoui Zahraoui,Marroc,No,Casablanca,1973-04-20,20,4,1973,53,Dona,No,Grup A,1454.0,0.05,1526.7
13257049V,Youssef,Fassi Zahraoui,Youssef Fassi Zahraoui,Marroc,No,Rabat,1974-07-13,13,7,1974,51,Altres,Sí,Grup A,1109.0,0.05,1164.45
92984183N,Michel,Lefevre,Michel Lefevre,França,No,Marsella,1988-01-28,28,1,1988,38,Home,No,Grup A,1120.0,0.05,1176.0
25883422V,Tomás,Fernández Fernández,Tomás Fernández Fernández,Argentina,No,Còrdova,1964-06-13,13,6,1964,61,Home,No,Grup A,1039.0,0.05,1090.95
92292409L,Carlos,Ramírez Cruz,Carlos Ramírez Cruz,Mèxic,No,Ciutat de Mèxic,1971-12-28,28,12,1971,54,Home,Sí,Grup A,1529.0,0.05,1605.45
10736038P,Oriol,Castells,Oriol Castells,Espanya,Sí,Sevilla,1998-03-27,27,3,1998,28,Home,Sí,Grup A,1564.0,0.05,1642.2
95605596P,Lukas,Müller Schmidt,Lukas Müller Schmidt,Alemanya,No,Munic,2005-02-23,23,2,2005,21,Home,No,Grup A,1573.0,0.05,1651.65
23188733V,Núria,García,Núria García,Espanya,Sí,València,1993-04-11,11,4,1993,33,Dona,No,Grup A,799.0,0.05,838.95
59876171G,Arnau,Sánchez,Arnau Sánchez,Espanya,Sí,Madrid,1973-10-28,28,10,1973,52,Home,Sí,Grup A,976.0,0.05,1024.8
26977768S,Fatima,Zahraoui Zahraoui,Fatima Zahraoui Zahraoui,Marroc,No,Casablanca,1993-02-06,6,2,1993,33,Dona,No,Grup A,1216.0,0.05,1276.8
11305351X,Eva,García,Eva García,Espanya,Sí,València,1993-06-22,22,6,1993,32,Dona,No,Grup A,1444.0,0.05,1516.2
19888245C,Pau,Romero,Pau Romero,Espanya,Sí,Madrid,1953-02-20,20,2,1953,73,Home,No,Grup A,1345.0,0.05,1412.25
61051397G,Marta,Sánchez,Marta Sánchez,Espanya,Sí,Sevilla,1999-03-17,17,3,1999,27,Dona,No,Grup A,1389.0,0.05,1458.45
63040392X,Oriol,Martínez,Oriol Martínez,Espanya,Sí,Sevilla,1977-07-22,22,7,1977,48,Home,Sí,Grup A,1348.0,0.05,1415.4
99383081M,Oriol,Sánchez García,Oriol Sánchez García,Espanya,Sí,València,1993-05-21,21,5,1993,32,Home,No,Grup A,895.0,0.05,939.75
76741258Y,Carla,Castells Ferrer,Carla Castells Ferrer,Espanya,Sí,Bilbao,1952-07-20,20,7,1952,73,Dona,No,Grup A,1331.0,0.05,1397.55
38241293F,Carla,Martínez Castells,Carla Martínez Castells,Espanya,Sí,Barcelona,1980-10-21,21,10,1980,45,Dona,No,Grup A,755.0,0.05,792.75
28367234K,Isla,Jones Brown,Isla Jones Brown,Regne Unit,No,Manchester,1999-03-28,28,3,1999,27,Dona,No,Grup A,1197.0,0.05,1256.8500000000001
32285371X,Louis,Lefevre Girard,Louis Lefevre Girard,França,No,París,1970-10-23,23,10,1970,55,Home,Sí,Grup A,737.0,0.05,773.85
28421457Z,Pau,Romero Castells,Pau Romero Castells,Espanya,Sí,Madrid,1968-08-08,8,8,1968,57,Home,Sí,Grup A,1429.0,0.05,1500.45
27247467S,Anna,López,Anna López,Espanya,Sí,Madrid,1952-01-02,2,1,1952,74,Dona,Sí,Grup A,1062.0,0.05,1115.1000000000001
78697534Q,Omar,Zahraoui Zahraoui,Omar Zahraoui Zahraoui,Marroc,No,Rabat,1983-07-01,1,7,1983,42,,Sí,Grup A,1271.0,0.05,1334.55
20692229R,Oriol,López Romero,Oriol López Romero,Espanya,Sí,Barcelona,1983-05-22,22,5,1983,42,Home,Sí,Grup A,1135.0,0.05,1191.75
39270256A,Santiago,Rojas,Santiago Rojas,Colòmbia,No,Bogotà,1987-04-05,5,4,1987,39,Home,No,Grup A,829.0,0.05,870.45
31713444D,Arnau,Romero Martínez,Arnau Romero Martínez,Espanya,Sí,València,1962-05-07,7,5,1962,64,Home,Sí,Grup A,1245.0,0.05,1307.25
14773153R,Lea,Fischer,Lea Fischer,Alemanya,No,Berlín,1986-09-09,9,9,1986,39,Dona,Sí,Grup A,1370.0,0.05,1438.5
82046699J,William,Smith,William Smith,Regne Unit,No,Manchester,1997-05-19,19,5,1997,28,Home,Sí,Grup A,1405.0,0.05,1475.25
86893272V,Marc,Ferrer,Marc Ferrer,Espanya,Sí,Madrid,1954-04-27,27,4,1954,72,Home,Sí,Grup A,1636.0,0.05,1717.8000000000002
93782971H,Luisa,González Hernández,Luisa González Hernández,Mèxic,No,Ciutat de Mèxic,2005-04-19,19,4,2005,21,Dona,No,Grup A,687.0,0.05,721.35
21277706W,Carla,Ferrer,Carla Ferrer,Espanya,Sí,Barcelona,1969-12-13,13,12,1969,56,Dona,No,Grup A,911.0,0.05,956.5500000000001
70418524X,Laia,Castells Ferrer,Laia Castells Ferrer,Espanya,Sí,Madrid,1971-05-07,7,5,1971,55,Dona,Sí,Grup A,1516.0,0.05,1591.8
15566633F,Laia,Sánchez Martínez,Laia Sánchez Martínez,Espanya,Sí,Barcelona,1971-02-10,10,2,1971,55,Dona,No,Grup A,1427.0,0.05,1498.3500000000001
80657664E,Eva,López Castells,Eva López Castells,Espanya,Sí,Sevilla,2004-12-04,4,12,2004,21,,Sí,Grup A,874.0,0.05,917.7
90914480C,Oriol,Castells,Oriol Castells,Espanya,Sí,Barcelona,1987-12-03,3,12,1987,38,Home,No,Grup A,1662.0,0.05,1745.1000000000001
21163199Y,Joan,Sánchez,Joan Sánchez,Espanya,Sí,Bilbao,1982-03-18,18,3,1982,44,Home,No,Grup A,1632.0,0.05,1713.6000000000001
38279546W,Marc,Castells,Marc Castells,Espanya,Sí,Sevilla,1974-03-24,24,3,1974,52,Home,No,Grup A,1008.0,0.05,1058.4
84844149K,Marc,Sánchez Ferrer,Marc Sánchez Ferrer,Espanya,Sí,València,1998-04-01,1,4,1998,28,Home,No,Grup A,968.0,0.05,1016.4000000000001
26365080Y,Anna,Sánchez,Anna Sánchez,Espanya,Sí,València,1988-06-05,5,6,1988,37,Dona,No,Grup A,965.0,0.05,1013.25
21674643A,Julieta,Fernández,Julieta Fernández,Argentina,No,Buenos Aires,1961-01-28,28,1,1961,65,Dona,Sí,Grup A,1493.0,0.05,1567.65
76568322R,Antoine,Lefevre,Antoine Lefevre,França,No,Lió,1999-06-17,17,6,1999,26,Home,No,Grup A,1241.0,0.05,1303.05
59758346F,Laia,Martínez Romero,Laia Martínez Romero,Espanya,Sí,Madrid,1957-12-28,28,12,1957,68,Altres,Sí,Grup A,728.0,0.05,764.4
39104359X,Jordi,Romero García,Jordi Romero García,Espanya,Sí,Barcelona,1972-02-17,17,2,1972,54,Home,No,Grup A,1134.0,0.05,1190.7
56408493L,Anna,García García,Anna García García,Espanya,Sí,Madrid,2003-05-08,8,5,2003,23,Dona,Sí,Grup A,847.0,0.05,889.35
53176287C,Jordi,Castells,Jordi Castells,Espanya,Sí,Bilbao,1963-02-06,6,2,1963,63,Home,Sí,Grup A,1306.0,0.05,1371.3
80044333C,Núria,Martínez,Núria Martínez,Espanya,Sí,Bilbao,1971-03-10,10,3,1971,55,Dona,No,Grup A,988.0,0.05,1037.4
77158777S,Núria,García,Núria García,Espanya,Sí,Bilbao,2001-06-15,15,6,2001,24,Dona,Sí,Grup A,698.0,0.05,732.9
23645745S,Martina,Gómez,Martina Gómez,Argentina,No,Buenos Aires,1963-12-05,5,12,1963,62,Dona,No,Grup A,993.0,0.05,1042.65
65159318X,Luisa,Cruz Ramírez,Luisa Cruz Ramírez,Mèxic,No,Guadalajara,1985-02-19,19,2,1985,41,Dona,No,Grup A,722.0,0.05,758.1
40039044H,Núria,Romero,Núria Romero,Espanya,Sí,Madrid,1974-04-09,9,4,1974,52,Dona,Sí,Grup A,683.0,0.05,717.15
66460797A,Marc,López García,Marc López García,Espanya,Sí,Bilbao,2005-09-10,10,9,2005,20,Home,No,Grup A,1270.0,0.05,1333.5
69734812N,Anna,Sánchez,Anna Sánchez,Espanya,Sí,Sevilla,1971-07-17,17,7,1971,54,Dona,Sí,Grup A,767.0,0.05,805.35
54263997Y,Núria,Romero,Núria Romero,Espanya,Sí,Madrid,1956-03-09,9,3,1956,70,Dona,No,Grup A,1415.0,0.05,1485.75
87213442J,Clara,Ferrer Castells,Clara Ferrer Castells,Espanya,Sí,Sevilla,1998-07-25,25,7,1998,27,Dona,No,Grup A,1393.0,0.05,1462.65
92018667L,Joan,Martínez Castells,Joan Martínez Castells,Espanya,Sí,Madrid,1985-10-04,4,10,1985,40,Home,No,Grup A,1139.0,0.05,1195.95
22118978G,Núria,Ferrer,Núria Ferrer,Espanya,Sí,València,1995-04-26,26,4,1995,31,Dona,No,Grup A,1233.0,0.05,1294.65
78458482P,Pau,Ferrer,Pau Ferrer,Espanya,Sí,Sevilla,1997-03-06,6,3,1997,29,Home,No,Grup A,1428.0,0.05,1499.4
82204716Y,Pau,López Ferrer,Pau López Ferrer,Espanya,Sí,Bilbao,1960-04-13,13,4,1960,66,Home,Sí,Grup A,1129.0,0.05,1185.45
58088881Q,Anna,García,Anna García,Espanya,Sí,Madrid,1960-03-15,15,3,1960,66,Dona,Sí,Grup A,1130.0,0.05,1186.5
71312672X,Jordi,López Romero,Jordi López Romero,Espanya,Sí,Bilbao,1978-12-17,17,12,1978,47,Home,No,Grup A,1016.0,0.05,1066.8
23931178W,Toni,García,Toni García,Espanya,Sí,València,1952-05-04,4,5,1952,74,Home,No,Grup A,1079.0,0.05,1132.95
77665617B,Youssef,Bennani El Amrani,Youssef Bennani El Amrani,Marroc,No,Rabat,1960-09-05,5,9,1960,65,Home,No,Grup A,1619.0,0.05,1699.95
43437575V,Clara,Romero,Clara Romero,Espanya,Sí,Bilbao,2004-12-05,5,12,2004,21,Dona,No,Grup A,1507.0,0.05,1582.3500000000001
86366713Z,Carla,Sánchez Romero,Carla Sánchez Romero,Espanya,Sí,Madrid,2005-01-22,22,1,2005,21,,No,Grup A,892.0,0.05,936.6
38147748A,Núria,Martínez Ferrer,Núria Martínez Ferrer,Espanya,Sí,València,1976-11-04,4,11,1976,49,Dona,No,Grup A,1028.0,0.05,1079.4
49560214X,Felipe,Gutiérrez,Felipe Gutiérrez,Colòmbia,No,Medellín,1989-11-13,13,11,1989,36,Home,No,Grup A,1275.0,0.05,1338.75
83600087R,Toni,Romero,Toni Romero,Espanya,Sí,Sevilla,1952-09-26,26,9,1952,73,,Sí,Grup A,1222.0,0.05,1283.1000000000001
86899840T,Eva,García,Eva García,Espanya,Sí,Bilbao,1978-09-13,13,9,1978,47,Dona,No,Grup A,1117.0,0.05,1172.8500000000001
67837921D,Isla,Taylor Smith,Isla Taylor Smith,Regne Unit,No,Londres,1965-05-07,7,5,1965,61,Dona,No,Grup A,1237.0,0.05,1298.8500000000001
12091945C,Oriol,Sánchez,Oriol Sánchez,Espanya,Sí,Barcelona,1986-02-05,5,2,1986,40,Home,No,Grup A,747.0,0.05,784.35
71514483K,Jean,Girard Lefevre,Jean Girard Lefevre,França,No,Lió,1960-12-28,28,12,1960,65,Home,No,Grup A,930.0,0.05,976.5
48749091Z,Oriol,Sánchez García,Oriol Sánchez García,Espanya,Sí,València,1965-07-16,16,7,1965,60,Home,No,Grup A,1273.0,0.05,1336.65
29019539A,Clara,Romero García,Clara Romero García,Espanya,Sí,València,1989-02-08,8,2,1989,37,Dona,Sí,Grup A,1246.0,0.05,1308.3
98430241N,Toni,López,Toni López,Espanya,Sí,Bilbao,1956-06-03,3,6,1956,69,Home,No,Grup A,857.0,0.05,899.85
89759837X,Laia,Romero,Laia Romero,Espanya,Sí,Barcelona,1966-09-17,17,9,1966,59,Dona,Sí,Grup A,952.0,0.05,999.6
69520375Z,Núria,García Castells,Núria García Castells,Espanya,Sí,Sevilla,1986-12-23,23,12,1986,39,Dona,No,Grup A,1259.0,0.05,1321.95
75634877M,Marc,Castells Castells,Marc Castells Castells,Espanya,Sí,Bilbao,1955-12-18,18,12,1955,70,Home,Sí,Grup A,1330.0,0.05,1396.5
58558026P,Toni,Romero Martínez,Toni Romero Martínez,Espanya,Sí,Bilbao,1980-09-15,15,9,1980,45,Home,No,Grup A,1221.0,0.05,1282.05
67475809B,Jordi,Romero,Jordi Romero,Espanya,Sí,Barcelona,1952-09-06,6,9,1952,73,Home,Sí,Grup A,1673.0,0.05,1756.65
21511240Y,Oriol,García Castells,Oriol García Castells,Espanya,Sí,Barcelona,1987-05-08,8,5,1987,39,Home,No,Grup A,917.0,0.05,962.85
14371347B,William,Taylor,William Taylor,Regne Unit,No,Londres,1957-10-11,11,10,1957,68,Home,No,Grup A,1017.0,0.05,1067.8500000000001
80867475E,Arnau,Martínez,Arnau Martínez,Espanya,Sí,Bilbao,1996-10-09,9,10,1996,29,Home,Sí,Grup A,1172.0,0.05,1230.6000000000001
54542153E,Chloé,Girard Girard,Chloé Girard Girard,França,No,Marsella,1956-12-17,17,12,1956,69,Dona,No,Grup A,1433.0,0.05,1504.65
93060003K,Felipe,Gutiérrez,Felipe Gutiérrez,Colòmbia,No,Medellín,1953-09-17,17,9,1953,72,Home,Sí,Grup A,1142.0,0.05,1199.1000000000001
30892443R,Élise,Moreau Moreau,Élise Moreau Moreau,França,No,París,1992-06-10,10,6,1992,33,Dona,No,Grup A,1378.0,0.05,1446.9
26804172P,Andrés,Ramírez Hernández,Andrés Ramírez Hernández,Mèxic,No,Ciutat de Mèxic,1956-09-02,2,9,1956,69,Home,Sí,Grup A,1457.0,0.05,1529.8500000000001
58404017Q,Jean,Dubois,Jean Dubois,França,No,Lió,1960-02-13,13,2,1960,66,Home,Sí,Grup A,1001.0,0.05,1051.05
59083606S,Toni,López,Toni López,Espanya,Sí,Sevilla,1950-10-20,20,10,1950,75,,No,Grup A,1538.0,0.05,1614.9
25874228C,Laia,López,Laia López,Espanya,Sí,Barcelona,1970-03-08,8,3,1970,56,Dona,No,Grup A,1315.0,0.05,1380.75
52145541P,Joan,García,Joan García,Espanya,Sí,Sevilla,1959-04-11,11,4,1959,67,Home,No,Grup A,971.0,0.05,1019.5500000000001
69760120X,Laia,Ferrer Martínez,Laia Ferrer Martínez,Espanya,Sí,Barcelona,1980-11-11,11,11,1980,45,Dona,No,Grup A,682.0,0.05,716.1
89253307W,Clara,Sánchez López,Clara Sánchez López,Espanya,Sí,Bilbao,1952-08-01,1,8,1952,73,Dona,No,Grup A,1217.0,0.05,1277.8500000000001
